gene_symbol,gene_id,entrez_id,chromosome,strand,number_of_transcripts,median_transcriptome_length,median_genome_length,median_number_of_exons,median_gene_start,median_gene_end
LOC100132715,NA,NA,11,+,1,1549,1549,1,18686477,18688026
LOC100132724,NA,NA,15,+,1,2436,2436,1,51236326,51238762
LOC100132741,1016376,100132741,X,+,1,1061,6210,3,70917046,70923256
LOC100132774,NA,NA,1,-,1,1555,7603,5,44165409,44173012
LOC100132831,1016418,100132831,X,-,1,1979,1979,1,40690470,40692449
LOC100132832,1002688,100132832,7,+,1,2327,13558,5,76668797,76682355
LOC100132891,NA,NA,8,+,2,4500,212692,4,72755854,72968547
LOC100132963,NA,NA,X,-,1,1011,11314,5,154051623,154062937
LOC100133050,1000345,100133050,5,-,1,697,8749,4,99715209,99723958
LOC100133091,NA,NA,7,+,1,2683,78641,3,76178658,76257299
LOC100133161,1001187,100133161,11,-,1,4611,4933,3,126987,131920
LOC100133267,NA,NA,8,-,2,238,7356,2,12045184,12052540
LOC100133308,1016628,100133308,10,-,1,1835,55120,9,45594924,45650044
LOC100133315,1011211,100133315,11,-,1,1238,62938,7,71576555,71639493
LOC100133331,1016642,100133331,5,+,3,4269,4689,4,661139,665731
LOC100133461,NA,NA,4,-,1,1030,4262,3,3675320,3679582
LOC100133545,NA,NA,11,-,1,1900,6711,4,2004439,2011150
LOC100133612,NA,NA,1,+,1,1948,15043,4,3816968,3832011
LOC100133669,59153,100133669,8,-,1,700,36359,2,144063448,144099807
LOC100133920,1016791,100133920,9,+,2,2025,13585,4,68334380,68347966
LOC100133957,1016804,100133957,X,+,2,1044,1401,2,47518242,47519643
LOC100133985,NA,NA,2,-,1,659,1280,2,70351168,70352448
LOC100133991,1016814,100133991,17,+,2,1080,13566,4,43332430,43345997
LOC100134229,1001747,100134229,7,+,1,2379,2379,1,139877061,139879440
LOC100134259,NA,NA,2,+,1,1207,31142,3,47055003,47086145
LOC100134317,1016909,100134317,19,+,1,595,1325,2,36802245,36803570
LOC100134368,NA,NA,16,+,1,1568,10719,3,432241,442960
LOC100134713,NA,NA,7,-,1,1646,1741,2,140395136,140396877
LOC100134868,1016977,100134868,20,+,1,1549,11995,5,25990435,26002430
LOC100144597,NA,NA,20,+,1,1228,15852,6,61669363,61685215
LOC100144602,NA,NA,4,+,1,1173,23425,4,66535679,66559104
LOC100144603,NA,NA,22,+,1,625,900,2,51021455,51022355
LOC100144604,NA,NA,15,-,1,1758,4445,4,93111048,93115493
LOC100169752,NA,NA,10,+,1,744,4074,5,127262940,127267014
LOC100170939,1017149,100170939,5,-,1,1009,98333,7,69423289,69521622
LOC100188947,1017292,100188947,10,-,1,1018,304498,5,93066719,93371217
LOC100188949,NA,NA,13,-,1,1584,33629,5,30914407,30948036
LOC100189589,NA,NA,2,+,1,2140,8163,4,74612845,74621008
LOC100190938,NA,NA,17,-,2,2464,7328,5,40905947,40913275
LOC100190939,NA,NA,13,+,1,1515,50138,11,45915480,45965618
LOC100190940,NA,NA,12,-,1,3524,8888,4,130517999,130526887
LOC100190986,1001232,100190986,16,-,1,2431,2431,1,21443345,21445776
LOC100192204,1017893,100192204,10,-,1,625,625,1,15196721,15197346
LOC100192378,NA,NA,8,-,1,1706,72396,4,77523114,77595510
LOC100192379,NA,NA,4,+,1,2223,2223,1,122685740,122687963
LOC100192426,1017903,100192426,18,-,1,612,6214,4,8360818,8367032
LOC100216001,1017919,100216001,10,-,1,1390,27885,4,4692377,4720262
LOC100216545,1017949,100216545,7,-,1,3599,3599,1,104650989,104654588
LOC100233209,NA,NA,12,-,1,2499,8023,3,47602203,47610226
LOC100240726,NA,NA,20,-,1,1632,1632,1,45092299,45093931
LOC100240734,1002553,100240734,12,+,1,490,490,1,54495993,54496483
LOC100240735,1000447,100240735,12,-,1,902,2984,3,54472623,54475607
LOC100268168,NA,NA,5,-,2,1276,4288,4,172381786,172386074
LOC100270710,NA,NA,10,-,1,685,685,1,99477217,99477902
LOC100270746,1000779,100270746,6,-,1,940,940,1,26987145,26988085
LOC100270804,1018017,100270804,20,+,1,2016,2016,1,18774693,18776709
LOC100271702,NA,NA,12,-,1,2350,7374,2,2038368,2045742
LOC100271722,1018768,100271722,22,-,1,1606,4961,4,46435787,46440748
LOC100271831,NA,NA,16,+,1,393,393,1,30125433,30125826
LOC100271832,1018770,100271832,2,+,1,1387,19008,4,33152194,33171202
LOC100271836,NA,NA,16,-,1,4921,55548,31,21458004,21513552
LOC100271874,NA,NA,7,-,1,1049,1049,1,29724388,29725437
LOC100272146,NA,NA,17,+,1,3215,3215,1,45500843,45504058
LOC100272216,1001742,100272216,5,-,1,2048,2048,1,68926980,68929028
LOC100272217,1018798,100272217,9,-,1,2144,2144,1,133452737,133454881
LOC100272228,NA,NA,X,+,1,3170,78252,12,149106766,149185018
LOC100286793,1018805,100286793,1,-,1,1190,26074,5,143718513,143744587
LOC100286844,NA,NA,12,+,3,3081,12611,3,50222326,50234937
LOC100286938,NA,NA,9,-,1,440,1161,2,79791672,79792833
LOC100286948,1018869,100286948,5,+,1,913,913,1,156351100,156352013
LOC100287042,1018947,100287042,17,+,1,2596,2596,1,73267380,73269976
LOC100287114,NA,NA,13,+,1,1052,1700,2,19919189,19920889
LOC100287216,NA,NA,2,-,1,2791,2791,1,109743784,109746575
LOC100287227,NA,NA,3,-,1,2542,2542,1,156390960,156393502
LOC100287284,NA,NA,12,-,1,1092,8610,3,27915599,27924209
LOC100287428,NA,NA,X,+,1,2254,2583,2,152240819,152243402
LOC100287482,NA,NA,7,+,1,1033,10453,2,129142320,129152773
LOC100287632,1019454,100287632,6,+,1,710,710,1,119103871,119104581
LOC100287704,1002510,100287704,7,+,1,653,2704,2,62809448,62812152
LOC100287718,NA,NA,6,+,1,995,12243,5,46714699,46726942
LOC100287814,NA,NA,1,-,1,595,20798,2,231727038,231747836
LOC100287834,125590,100287834,7,+,2,652,2702,2,62833083,62835786
LOC100287846,1019647,100287846,8,+,1,3509,3509,1,48100930,48104439
LOC100287879,NA,NA,3,-,1,2125,9002,4,64064037,64073039
LOC100287902,NA,NA,1,-,1,1439,1439,1,236686369,236687808
LOC100288069,NA,NA,1,-,1,1364,13823,7,700245,714068
LOC100288123,1019882,100288123,19,+,1,1695,2454,3,1822088,1824542
LOC100288255,1019997,100288255,4,-,1,2079,2889,4,190945523,190948412
LOC100288346,NA,NA,11,-,1,710,4369,3,113140254,113144623
LOC100288428,NA,NA,3,-,1,2143,280510,4,8262834,8543344
LOC100288524,150420,100288524,7,+,1,699,1318,3,330136,331454
LOC100288570,NA,NA,2,+,2,852,20890,4,110932882,110953771
LOC100288615,NA,NA,15,-,1,1560,13893,7,32812049,32825942
LOC100288730,NA,NA,13,-,1,2189,2331,2,28710980,28713311
LOC100288748,1020433,100288748,8,-,1,2182,2182,1,95649513,95651695
LOC100288778,1020459,100288778,12,+,1,1214,3279,7,87984,91263
LOC100288797,NA,NA,20,+,1,699,828,2,2796976,2797804
LOC100288814,1020489,100288814,X,+,1,644,644,1,9935398,9936042
LOC100288842,1020515,100288842,9,+,1,581,5234,2,123555775,123561009
LOC100288911,1000096,100288911,2,-,1,714,821,2,36581892,36582713
LOC100288974,NA,NA,10,+,1,812,26903,6,81664654,81691557
LOC100289019,NA,NA,9,-,1,3837,7563,5,130873450,130881013
LOC100289187,1020816,100289187,7,+,3,1111,12553,6,99195902,99208455
LOC100289230,1002935,100289230,5,+,1,1875,1875,1,98264838,98266713
LOC100289255,1020878,100289255,17,-,1,1528,9186,2,10698230,10707416
LOC100289341,94837,100289341,9,-,1,1871,1871,1,139979398,139981269
LOC100289361,1002663,100289361,3,-,1,622,622,1,142719687,142720309
LOC100289373,NA,NA,13,-,2,1682,4382,2,99848628,99853010
LOC100289410,NA,NA,13,-,1,1154,1154,1,113621798,113622952
LOC100289473,NA,NA,20,-,1,743,6381,4,1754011,1760392
LOC100289511,1021097,100289511,14,-,1,1430,1430,1,70233000,70234430
LOC100289650,NA,NA,19,+,1,1869,5015,4,43326015,43331030
LOC100289656,NA,NA,15,+,1,893,1149,2,29033389,29034538
LOC100289673,1021236,100289673,5,+,1,1263,2317,3,109218883,109221200
LOC100292680,1003286,100292680,12,+,1,2242,3933,2,1609657,1613590
LOC100294145,1022574,100294145,6,+,2,3638,9582,2,32861953,32871535
LOC100294362,1011213,100294362,17,-,1,3696,63337,2,78325631,78388968
LOC100302401,NA,NA,1,-,1,2336,2485,2,178060643,178063128
LOC100302640,1023116,100302640,3,-,1,599,130848,4,106828637,106959485
LOC100302650,NA,NA,2,-,1,1658,1658,1,28112323,28113981
LOC100302652,NA,NA,2,-,1,1956,189720,10,53897450,54087170
LOC100303728,NA,NA,X,-,1,3087,3087,1,118599996,118603083
LOC100303749,1023157,100303749,5,-,1,768,768,1,65240633,65241401
LOC100306951,NA,NA,17,+,1,552,1177,2,1420213,1421390
LOC100306975,NA,NA,15,+,1,2327,2327,1,49448495,49450822
LOC100310782,1023178,100310782,5,-,1,850,850,1,403812,404662
LOC100329108,NA,NA,16,-,1,1130,14025,5,81115929,81129954
LOC100329109,NA,NA,2,-,1,999,999,1,206980297,206981296
LOC100329135,NA,NA,X,+,3,2797,27785,4,111119428,111147213
LOC100335030,1023457,100335030,12,+,1,3159,3159,1,49782957,49786116
LOC100379224,NA,NA,19,-,1,3359,7844,2,44609492,44617336
LOC100422737,NA,NA,6,-,1,1380,69973,7,107165327,107235300
LOC100498859,NA,NA,3,+,1,788,11254,3,156807670,156818924
LOC100499177,NA,NA,4,-,3,2278,7464,5,83814605,83822069
LOC100499183,NA,NA,8,-,1,991,6631,2,104177737,104184368
LOC100499194,1023977,100499194,2,-,1,2315,2315,1,114735246,114737561
LOC100499227,157120601,100499227,11,+,1,1152,117456,4,119252488,119369944
LOC100499405,NA,NA,12,+,1,2467,3046,2,9392599,9395645
LOC100499466,157120651,100499466,17,+,1,11187,34374,6,66097696,66132070
LOC100499467,157120653,100499467,17,-,1,2253,189480,4,70399463,70588943
LOC100499484,NA,NA,9,+,1,3202,58888,16,100000708,100059596
LOC100499489,157120669,100499489,10,-,1,2504,2504,1,22724354,22726858
LOC100500773,157120683,100500773,8,-,1,1361,1361,1,96959215,96960576
LOC100500938,NA,NA,11,-,1,796,13504,4,22868468,22881972
LOC100505478,1014819,100505478,9,-,1,726,15655,5,117428714,117444369
LOC100505503,NA,NA,15,-,2,480,3704,5,83013332,83017036
LOC100506046,NA,NA,1,+,1,693,693,1,173832386,173833079
LOC100506548,157122349,100506548,5,-,1,3879,3879,1,40825365,40829244
LOC100506581,NA,NA,16,-,2,1058,14622,6,87336404,87351026
LOC100506710,NA,NA,9,+,1,4373,10505,2,37079893,37090398
LOC100507096,NA,NA,4,-,1,652,9252,2,107279340,107288592
LOC100507217,NA,NA,15,+,3,1588,15904,5,93426073,93441977
LOC100507334,157123353,100507334,2,+,1,877,20920,4,111003215,111024135
LOC100507362,NA,NA,6,+,3,2694,4162,3,29497183,29501345
LOC100507463,NA,NA,6,+,4,1344,2414,2,32811863,32814277
LOC100507547,NA,NA,6,-,4,825,1563,3,32120579,32122142
LOC100526820,NA,NA,6,-,1,885,885,1,163834097,163834982
LOC100527964,NA,NA,1,-,1,2652,5018,5,180238798,180243816
LOC113230,NA,NA,19,+,1,1297,2053,3,14183821,14185874
LOC115110,77652,115110,1,-,1,2207,2925,2,2481359,2484284
LOC116437,NA,NA,12,+,1,2468,47920,5,131649556,131697476
LOC121456,NA,NA,12,-,1,3304,3304,1,98847619,98850923
LOC121952,NA,NA,13,+,1,2308,15934,4,103532449,103548383
LOC126536,NA,NA,19,+,1,3333,11828,9,16126444,16138272
LOC127841,79248,127841,1,-,1,1289,1289,1,204337558,204338847
LOC139201,NA,NA,X,-,1,2537,38810,2,72744111,72782921
LOC143188,80298,143188,10,+,1,3204,4454,2,114610673,114615127
LOC143666,80324,143666,11,-,1,2077,2077,1,573808,575885
LOC144438,80368,144438,12,-,1,3984,3984,1,49082245,49086229
LOC144486,80376,144486,12,+,1,2565,2565,1,94853779,94856344
LOC144571,NA,NA,12,+,1,2184,2878,3,9217773,9220651
LOC144742,80394,144742,12,-,1,2287,19555,4,119721630,119741185
LOC144776,NA,NA,13,-,1,2012,35643,6,91543208,91578851
LOC145474,80439,145474,14,+,1,1842,1842,1,71954578,71956420
LOC145663,80453,145663,15,+,1,1423,1423,1,45670898,45672321
LOC145783,NA,NA,15,-,1,3013,32329,4,57178368,57210697
LOC145820,NA,NA,15,+,2,2634,74754,6,95976322,96051076
LOC145837,80471,145837,15,+,1,1700,9720,5,69854059,69863779
LOC145845,80473,145845,15,-,1,2980,22090,7,37156644,37178734
LOC146336,NA,NA,16,-,1,2929,14649,4,1114082,1128731
LOC146481,80526,146481,16,-,1,1817,3182,3,34711785,34714967
LOC146880,NA,NA,17,-,2,2860,17851,8,62760018,62777870
LOC147646,80618,147646,19,-,1,1316,2285,2,51891543,51893828
LOC147670,80624,147670,19,+,1,2538,14087,4,57154527,57168614
LOC147727,80634,147727,19,-,1,2010,2010,1,10762538,10764548
LOC147804,NA,NA,19,+,1,2916,12684,2,53935241,53947925
LOC148145,80684,148145,19,+,1,3442,4017,2,29456038,29460055
LOC148189,80687,148189,19,-,1,2048,3447,3,28281401,28284848
LOC148413,NA,NA,1,+,1,1745,2516,3,1334910,1337426
LOC148696,80724,148696,1,+,1,4217,4217,1,207991724,207995941
LOC148709,NA,NA,1,+,1,2318,13487,3,202830882,202844369
LOC148824,80739,148824,1,-,1,1909,6125,4,247687981,247694106
LOC149086,NA,NA,1,+,1,1165,2328,3,31971839,31974167
LOC149134,80766,149134,1,+,1,1121,1869,2,246952919,246954788
LOC149620,NA,NA,1,+,1,2795,5584,8,111823146,111828730
LOC149773,NA,NA,20,+,1,2089,104513,7,57090435,57194948
LOC149837,80827,149837,20,-,1,3589,6024,2,5479218,5485242
LOC149950,NA,NA,20,+,1,842,21413,3,31175281,31196694
LOC150185,133946,150185,22,-,1,709,709,1,19553653,19554362
LOC150197,80858,150197,22,+,1,2205,2205,1,20193855,20196060
LOC150381,80886,150381,22,+,1,1632,4676,3,46449726,46454402
LOC150527,NA,NA,2,+,4,2122,13320,2,131311281,131324602
LOC150568,NA,NA,2,+,1,1501,78410,4,105050805,105129215
LOC150622,80911,150622,2,+,1,11866,47531,2,6072819,6120350
LOC150776,NA,NA,2,+,1,3770,28763,18,132250386,132279149
LOC150786,NA,NA,2,-,1,3666,3666,1,132118065,132121731
LOC150992,NA,NA,2,-,1,3300,20406,6,64412213,64432619
LOC151009,80942,151009,2,-,1,2180,9427,2,111132686,111142113
LOC151162,80952,151162,2,+,1,5232,5232,1,135206960,135212192
LOC151174,NA,NA,2,-,2,1400,6564,3,239133754,239140318
LOC151300,NA,NA,2,+,2,1316,1638,2,219841006,219842644
LOC151534,NA,NA,2,+,1,2448,2448,1,74729744,74732192
LOC151658,NA,NA,3,-,2,1465,36406,10,107560509,107596915
LOC152024,NA,NA,3,-,1,2239,3273,2,24141465,24144738
LOC152217,81052,152217,3,+,1,1390,1390,1,196669494,196670884
LOC152225,NA,NA,3,+,1,2047,57067,4,101659703,101716770
LOC152742,NA,NA,4,+,1,1981,28084,3,14113592,14141676
LOC153684,NA,NA,5,+,1,2258,3134,2,43042236,43045370
LOC153910,NA,NA,6,-,2,2288,111408,3,142847592,142959000
LOC154449,NA,NA,6,-,1,1327,8235,3,170563422,170571657
LOC154761,NA,NA,7,-,1,2524,24749,3,143509061,143533810
LOC154822,NA,NA,7,+,1,4008,17884,5,158801045,158818929
LOC154860,NA,NA,7,+,1,2646,6419,7,121943712,121950131
LOC154872,81212,154872,7,-,1,665,13518,4,124417346,124430864
LOC155060,NA,NA,7,+,1,3143,12031,11,148982372,148994403
LOC157381,NA,NA,8,+,1,3575,9087,4,125954250,125963337
LOC157627,NA,NA,8,-,1,2919,3265,3,9757574,9760839
LOC158376,NA,NA,9,+,1,1544,2137,2,35909480,35911617
LOC158435,81390,158435,9,+,1,2413,36073,9,98828121,98864194
LOC158572,81400,158572,X,-,1,2288,2632,2,49641327,49643959
LOC158696,81408,158696,X,-,1,2907,2907,1,137696892,137699799
LOC162632,NA,NA,17,+,1,3893,17613,8,16690206,16707819
LOC168474,NA,NA,7,-,1,4107,4107,1,64310071,64314178
LOC1720,NA,NA,2,+,1,966,966,1,83083927,83084893
LOC200261,NA,NA,20,-,1,1907,7568,4,23105705,23113273
LOC200726,83585,200726,2,+,1,1373,7031,3,207507142,207514173
LOC200772,NA,NA,2,-,1,2263,12832,9,241894036,241906868
LOC201651,NA,NA,3,+,1,1286,14438,3,151488244,151502682
LOC202181,83681,202181,5,-,1,2851,53777,6,177045501,177099278
LOC202781,83702,202781,7,+,1,2270,2270,1,154795143,154797413
LOC219347,85506,219347,10,-,5,3830,32960,5,81805989,81838949
LOC220594,NA,NA,17,-,1,4770,9990,5,18414576,18424566
LOC220729,NA,NA,3,-,1,1519,13854,8,197340898,197354752
LOC220906,85678,220906,10,-,1,5373,12437,3,28808846,28821283
LOC220930,NA,NA,10,-,1,2211,2567,2,31605457,31608024
LOC220980,NA,NA,10,-,1,3292,148665,8,45306472,45455137
LOC221122,NA,NA,11,+,1,1234,4125,4,44995453,44999578
LOC221442,NA,NA,6,+,1,4546,39800,23,41068773,41108573
LOC221710,NA,NA,6,+,1,4689,44703,2,11094266,11138969
LOC222699,NA,NA,6,-,1,3591,3591,1,28183116,28186707
LOC253039,NA,NA,9,+,1,3794,11331,4,123605320,123616651
LOC253573,NA,NA,3,-,1,2287,38680,8,186172770,186211450
LOC254312,90188,254312,10,-,3,1037,17223,5,10976903,10994126
LOC254559,90201,254559,15,+,1,4191,20445,7,89921273,89941718
LOC255025,NA,NA,3,+,1,1030,53062,8,94657107,94710169
LOC255130,NA,NA,4,+,1,1384,95537,5,57975928,58071465
LOC255167,NA,NA,5,+,2,3012,5764,4,6582848,6588613
LOC255411,NA,NA,12,+,2,610,38350,4,49121218,49159568
LOC255512,NA,NA,11,+,1,999,999,1,1330938,1331937
LOC256880,90374,256880,4,+,1,1984,1984,1,100871636,100873620
LOC257358,90410,257358,5,+,1,2201,3669,3,169758435,169762104
LOC257396,NA,NA,5,+,1,2348,5265,3,52405687,52410952
LOC25845,NA,NA,5,-,1,1741,2455,2,470625,473080
LOC26102,NA,NA,9,-,1,4781,4781,1,139216998,139221779
LOC282997,93815,282997,10,-,1,2014,2014,1,112628648,112630662
LOC283033,93826,283033,10,+,1,973,60603,8,44404752,44465355
LOC283038,NA,NA,10,+,1,3144,26434,5,127371812,127398246
LOC283050,NA,NA,10,-,3,2229,124122,8,80703083,80827205
LOC283070,93832,283070,10,+,1,2412,2412,1,12875133,12877545
LOC283089,NA,NA,10,-,1,2497,89367,3,122521324,122610691
LOC283104,NA,NA,11,+,1,2705,53026,3,9779840,9832866
LOC283143,93859,283143,11,-,1,2240,4867,3,115626051,115630918
LOC283174,93873,283174,11,-,1,5305,5305,1,133766330,133771635
LOC283177,93875,283177,11,+,1,2731,69179,6,134306376,134375555
LOC283194,NA,NA,11,-,1,2597,124809,6,58701116,58825925
LOC283299,NA,NA,11,-,1,2495,55204,8,7872298,7927502
LOC283314,NA,NA,12,+,1,5260,13543,12,7260904,7274447
LOC283332,NA,NA,12,-,1,2337,2980,3,50302666,50305646
LOC283335,NA,NA,12,-,1,2859,11249,4,53436973,53448222
LOC283392,NA,NA,12,-,2,3555,15482,2,72651807,72667289
LOC283404,NA,NA,12,+,1,1048,12883,5,52604714,52617597
LOC283432,NA,NA,12,-,1,3714,15116,5,103203061,103218177
LOC283440,NA,NA,12,-,1,566,10469,5,2870366,2880835
LOC283480,NA,NA,13,-,1,2126,102199,4,102944670,103046869
LOC283481,93974,283481,13,+,1,1127,1127,1,103046928,103048055
LOC283663,NA,NA,15,+,1,2513,7404,3,57592563,57599967
LOC283688,NA,NA,15,-,1,2912,78737,3,80555410,80634147
LOC283693,94052,283693,15,-,1,1649,13882,3,83394650,83408532
LOC283731,NA,NA,15,-,1,2564,2905,2,74418714,74421619
LOC283761,94072,283761,15,-,4,1408,19104,3,90048161,90067265
LOC283856,NA,NA,16,-,1,2673,98107,5,56126899,56225006
LOC283867,94100,283867,16,-,1,1751,291801,9,65318402,65610203
LOC283875,NA,NA,16,+,1,3216,5455,5,3039055,3044510
LOC283888,NA,NA,16,-,1,2611,5723,3,27458991,27464714
LOC283914,94117,283914,16,+,2,2078,27675,8,34597844,34625520
LOC283922,NA,NA,16,-,1,2302,35849,15,74366304,74402153
LOC283999,NA,NA,17,+,1,2268,9677,4,76227391,76237068
LOC284009,94143,284009,17,-,1,573,8455,3,2310275,2318730
LOC284023,NA,NA,17,-,1,2523,2625,2,7816640,7819265
LOC284100,94177,284100,17,-,1,2448,41790,7,36202573,36244363
LOC284215,94214,284215,18,+,1,3217,31398,3,4264602,4296000
LOC284232,NA,NA,13,-,1,37566,37566,1,19408543,19446109
LOC284233,NA,NA,18,+,1,2872,5101,4,14337422,14342523
LOC284276,94239,284276,18,+,1,2240,31172,3,74240612,74271784
LOC284294,94245,284294,18,+,1,1703,319502,10,61771325,62090827
LOC284344,NA,NA,19,-,1,1712,36855,9,43715943,43752798
LOC284379,94281,284379,19,-,1,1219,3864,4,54102887,54106751
LOC284412,94296,284412,19,-,1,2342,3071,2,37756841,37759912
LOC284440,94308,284440,19,-,1,2368,20041,3,19867181,19887222
LOC284454,94312,284454,19,-,1,1773,1773,1,13945330,13947103
LOC284551,NA,NA,1,+,1,2738,5810,3,31984036,31989846
LOC284578,94343,284578,1,-,1,2362,2362,1,205523401,205525763
LOC284632,NA,NA,1,+,1,1843,11450,3,24526730,24538180
LOC284648,94363,284648,1,+,1,1489,1489,1,182584275,182585764
LOC284661,NA,NA,1,+,1,2068,12633,6,4472111,4484744
LOC284688,NA,NA,1,-,1,1721,12803,4,170240546,170253349
LOC284749,NA,NA,20,+,1,3587,10727,5,46988654,46999381
LOC284751,NA,NA,20,+,1,2273,22199,5,48909257,48931456
LOC284788,NA,NA,20,-,2,1630,20301,4,22380980,22401281
LOC284798,NA,NA,20,-,3,2555,7927,4,25121434,25129361
LOC284837,NA,NA,21,-,1,4596,6809,2,45225639,45232448
LOC285033,94456,285033,2,+,1,535,1724,2,96905977,96907701
LOC285045,NA,NA,2,+,3,1356,54504,6,33107766,33154206
LOC285074,NA,NA,2,-,1,2190,45738,11,87257798,87303536
LOC285103,NA,NA,2,+,1,1829,9790,6,130887196,130896986
LOC285205,NA,NA,3,+,1,1303,45701,3,107602052,107647753
LOC285326,NA,NA,3,-,1,922,15163,8,25900023,25915186
LOC285359,94552,285359,3,+,1,982,982,1,101431278,101432260
LOC285370,NA,NA,3,-,1,2866,4708,3,10801169,10805877
LOC285375,NA,NA,3,+,1,988,95911,6,13692221,13788132
LOC285401,NA,NA,3,+,1,1828,22373,7,63088364,63110737
LOC285419,NA,NA,4,+,2,1380,184444,4,124634680,124819124
LOC285441,NA,NA,4,-,2,1504,149946,6,187272266,187422212
LOC285456,NA,NA,4,-,1,3769,82267,4,109459346,109541613
LOC285501,NA,NA,4,+,1,1028,261993,6,178649911,178911904
LOC285547,94603,285547,4,-,1,2118,5098,4,13527943,13533041
LOC285548,94604,285548,4,-,1,1748,1748,1,13547700,13549448
LOC285577,NA,NA,5,-,1,3194,118942,5,3417266,3536208
LOC285593,NA,NA,5,+,2,1594,3693,3,173006652,173010344
LOC285627,NA,NA,5,-,1,2005,17720,7,158875564,158893284
LOC285629,NA,NA,5,-,1,2319,6847,3,160358786,160365633
LOC285692,NA,NA,5,-,1,1832,262509,13,9641427,9903936
LOC285696,NA,NA,5,-,1,3313,87394,3,17130137,17217531
LOC285733,NA,NA,6,+,1,2512,9731,2,131148545,131158276
LOC285735,NA,NA,6,+,1,1210,18498,4,133409219,133427717
LOC285740,94664,285740,6,-,2,1710,11362,3,143875469,143886830
LOC285768,94675,285768,6,-,2,2282,140326,4,961241,1101567
LOC285796,NA,NA,6,-,1,2129,14488,6,163731017,163745505
LOC285830,NA,NA,6,-,2,1293,22448,4,29694378,29716826
LOC285847,94704,285847,6,-,1,1722,10185,10,35694539,35704724
LOC285954,NA,NA,7,+,2,2423,52354,4,41733530,41785884
LOC285965,NA,NA,7,+,1,5011,115634,5,143104906,143220540
LOC285972,NA,NA,7,+,1,2039,14486,4,150130742,150145228
LOC286002,NA,NA,7,-,1,3886,5282,2,107296961,107302243
LOC286083,NA,NA,8,-,1,3007,6533,3,1244294,1250827
LOC286094,NA,NA,8,+,1,1234,65588,6,136246374,136311962
LOC286114,NA,NA,8,+,1,1639,21133,5,20831497,20852630
LOC286135,NA,NA,8,+,1,2837,32094,3,29779029,29811123
LOC286186,NA,NA,8,-,1,2515,35658,5,66439243,66474901
LOC286238,94832,286238,9,-,1,680,4981,2,91262094,91267075
LOC286359,94855,286359,9,-,1,2011,5854,6,100153119,100158973
LOC286367,94858,286367,9,+,1,3412,3412,1,107536633,107540045
LOC286467,NA,NA,X,-,1,2915,127993,13,130836678,130964671
LOC338579,109535,338579,10,+,1,1306,31379,8,45650110,45681489
LOC338588,109537,338588,10,+,1,1008,6258,3,4698348,4704606
LOC338651,NA,NA,11,+,1,2263,26443,2,1593971,1620414
LOC338739,NA,NA,11,+,1,2056,29939,4,33183203,33213142
LOC338758,109571,338758,12,+,1,2997,2997,1,90102732,90105729
LOC338799,NA,NA,12,-,1,1514,8217,7,122233173,122241390
LOC338817,NA,NA,12,+,1,3663,16371,8,11700964,11717335
LOC338864,NA,NA,13,+,2,2080,4277,3,75126980,75131257
LOC338963,NA,NA,15,-,1,1358,3522,4,83379223,83382745
LOC339240,109641,339240,17,+,1,3152,3152,1,18325495,18328647
LOC339290,109653,339290,18,+,1,3974,8406,3,5238099,5246505
LOC339505,109691,339505,1,-,1,3771,68993,12,20686294,20755287
LOC339524,109694,339524,1,+,5,3134,4743,3,87597609,87602352
LOC339529,NA,NA,1,+,1,1787,129915,12,244080704,244210619
LOC339535,NA,NA,1,-,1,1529,5633,2,238643684,238649317
LOC339568,NA,NA,20,-,1,1510,10967,4,37842424,37853391
LOC339674,NA,NA,22,+,1,1504,6755,2,42348191,42354946
LOC339751,NA,NA,2,-,1,2529,84323,8,174062441,174146764
LOC339788,NA,NA,2,-,1,2162,54389,3,8062556,8116945
LOC339803,NA,NA,2,-,1,2555,3383,2,61368727,61372110
LOC339807,NA,NA,2,+,1,1767,9170,4,64834446,64843616
LOC339822,NA,NA,2,-,1,1517,84275,4,779837,864112
LOC339894,NA,NA,3,-,1,2012,41335,4,156799456,156840791
LOC339929,NA,NA,3,-,1,2882,2882,1,187868994,187871876
LOC340017,NA,NA,4,+,1,1389,3661,3,158493642,158497303
LOC340074,NA,NA,5,-,1,2039,5252,3,134984372,134989624
LOC340094,NA,NA,5,+,1,1742,35643,7,5034472,5070115
LOC340113,NA,NA,5,+,1,2002,15024,6,32947549,32962573
LOC340357,NA,NA,8,-,1,768,45339,4,12623571,12668910
LOC340508,NA,NA,9,-,1,2259,6274,3,99837953,99844227
LOC340515,109867,340515,9,-,1,2014,120314,6,93224714,93345028
LOC341056,109920,341056,11,+,1,2045,2045,1,122888274,122890319
LOC342346,NA,NA,16,+,1,3410,43827,16,4606491,4650318
LOC342918,NA,NA,19,+,1,760,9865,5,51152702,51162567
LOC344595,NA,NA,3,+,2,2202,47226,3,106959539,107006765
LOC344887,NA,NA,3,+,1,11311,11311,1,185686267,185697578
LOC344967,NA,NA,4,-,1,1610,14282,3,40044537,40058819
LOC345643,NA,NA,5,-,1,2097,7718,7,54515425,54523143
LOC347376,NA,NA,X,+,1,450,450,1,50648432,50648882
LOC347411,110258,347411,X,+,1,568,568,1,40482818,40483386
LOC348021,NA,NA,13,+,1,2134,4375,4,19582399,19586774
