Source Name	Comment[ENA_SAMPLE]	Material Type	Characteristics[organism part]	Characteristics[organism]	Characteristics[sex]	Characteristics[developmental stage]	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Protocol REF	Term Source REF	Extract Name	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Comment[LIBRARY_LAYOUT]	Comment[ORIENTATION]	Comment[NOMINAL_LENGTH]	Protocol REF	Term Source REF	Performer	Assay Name	Technology Type	Comment[technical replicate group]	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Comment[MD5]	Comment[SPOT_LENGTH]	Comment[READ_INDEX_1_BASE_COORD]	Factor Value[organism part]
kidney_d	ERS327021	organism part	kidney	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V24	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	365	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	3_120522_AC0R42ACXX_P189_121_index7	sequencing assay	group 40	ERX288622	3_120522_AC0R42ACXX_P189_121_index7_1.fastq.gz	3_120522_AC0R42ACXX_P189_121_index7_1.fastq.gz	ERR315383	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315383/ERR315383_1.fastq.gz	653b5858a442e4117db0731ed5e77a62	102	209	kidney
kidney_d	ERS327021	organism part	kidney	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V24	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	365	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	3_120522_AC0R42ACXX_P189_121_index7	sequencing assay	group 40	ERX288622	3_120522_AC0R42ACXX_P189_121_index7_2.fastq.gz	3_120522_AC0R42ACXX_P189_121_index7_2.fastq.gz	ERR315383	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315383/ERR315383_2.fastq.gz	4c1b55615e18841bcd3425d86f67bb29	102	209	kidney
liver_a	ERS326991	organism part	liver	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V108	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	417	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	3_110808_AC00H7ABXX_LeverA_in10	sequencing assay	group 41	ERX288554	3_110808_AC00H7ABXX_LeverA_in10_1.fastq.gz	3_110808_AC00H7ABXX_LeverA_in10_1.fastq.gz	ERR315463	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315463/ERR315463_1.fastq.gz	6f06ddbfaa142efdd5bacac9c5caff3e	102	209	liver
liver_a	ERS326991	organism part	liver	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V108	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	417	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	3_110808_AC00H7ABXX_LeverA_in10	sequencing assay	group 41	ERX288554	3_110808_AC00H7ABXX_LeverA_in10_2.fastq.gz	3_110808_AC00H7ABXX_LeverA_in10_2.fastq.gz	ERR315463	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315463/ERR315463_2.fastq.gz	d7e762cfe6b976bf02b12d7cf516552a	102	209	liver
liver_a	ERS326991	organism part	liver	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V108	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	417	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	4_110808_AC00H7ABXX_LeverA_in10	sequencing assay	group 41	ERX288588	4_110808_AC00H7ABXX_LeverA_in10_1.fastq.gz	4_110808_AC00H7ABXX_LeverA_in10_1.fastq.gz	ERR315451	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315451/ERR315451_1.fastq.gz	8026154948e94f029bc0a38a81af6d6a	102	209	liver
liver_a	ERS326991	organism part	liver	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V108	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	417	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	4_110808_AC00H7ABXX_LeverA_in10	sequencing assay	group 41	ERX288588	4_110808_AC00H7ABXX_LeverA_in10_2.fastq.gz	4_110808_AC00H7ABXX_LeverA_in10_2.fastq.gz	ERR315451	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315451/ERR315451_2.fastq.gz	29c2b8ab688bdcdb79dbc1f7321ce466	102	209	liver
liver_c	ERS326939	organism part	liver	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V110	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	428	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_110808_AC00H7ABXX_LeverC_in12	sequencing assay	group 42	ERX288481	1_110808_AC00H7ABXX_LeverC_in12_1.fastq.gz	1_110808_AC00H7ABXX_LeverC_in12_1.fastq.gz	ERR315327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315327/ERR315327_1.fastq.gz	ae537f37526e0f9a705cb023ef227196	102	209	liver
liver_c	ERS326939	organism part	liver	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V110	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	428	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_110808_AC00H7ABXX_LeverC_in12	sequencing assay	group 42	ERX288481	1_110808_AC00H7ABXX_LeverC_in12_2.fastq.gz	1_110808_AC00H7ABXX_LeverC_in12_2.fastq.gz	ERR315327	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315327/ERR315327_2.fastq.gz	546df2f42a3c8f3c9c916a86a4ec5287	102	209	liver
liver_c	ERS326939	organism part	liver	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V110	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	428	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_110808_AC00H7ABXX_LeverC_in12	sequencing assay	group 42	ERX288580	2_110808_AC00H7ABXX_LeverC_in12_1.fastq.gz	2_110808_AC00H7ABXX_LeverC_in12_1.fastq.gz	ERR315394	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315394/ERR315394_1.fastq.gz	b239d6ad5e6892b60790d4209ede3b9b	102	209	liver
liver_c	ERS326939	organism part	liver	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V110	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	428	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_110808_AC00H7ABXX_LeverC_in12	sequencing assay	group 42	ERX288580	2_110808_AC00H7ABXX_LeverC_in12_2.fastq.gz	2_110808_AC00H7ABXX_LeverC_in12_2.fastq.gz	ERR315394	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315394/ERR315394_2.fastq.gz	ba59caf0bca2985a5787152fddb2a9d0	102	209	liver
liver_d	ERS326962	organism part	liver	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V111	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	408	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	5_110901_AC01YMABXX_lever_d_ind_2	sequencing assay	group 43	ERX288509	5_110901_AC01YMABXX_lever_d_ind_2_1.fastq.gz	5_110901_AC01YMABXX_lever_d_ind_2_1.fastq.gz	ERR315414	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315414/ERR315414_1.fastq.gz	0626b4aeac4d795f260f7bf0c35d2abb	102	209	liver
liver_d	ERS326962	organism part	liver	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V111	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	408	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	5_110901_AC01YMABXX_lever_d_ind_2	sequencing assay	group 43	ERX288509	5_110901_AC01YMABXX_lever_d_ind_2_2.fastq.gz	5_110901_AC01YMABXX_lever_d_ind_2_2.fastq.gz	ERR315414	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315414/ERR315414_2.fastq.gz	fb7988811329b5df0fece5682000cc86	102	209	liver
lung_3e	ERS327020	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V80	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	439	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	5_130103_AD1J0JACXX_P262_148D_index27	sequencing assay	group 44	ERX288615	5_130103_AD1J0JACXX_P262_148D_index27_1.fastq.gz	5_130103_AD1J0JACXX_P262_148D_index27_1.fastq.gz	ERR315346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315346/ERR315346_1.fastq.gz	639c36bb1246f6b50c02e64b61bd37a5	102	209	lung
lung_3e	ERS327020	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V80	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	439	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	5_130103_AD1J0JACXX_P262_148D_index27	sequencing assay	group 44	ERX288615	5_130103_AD1J0JACXX_P262_148D_index27_2.fastq.gz	5_130103_AD1J0JACXX_P262_148D_index27_2.fastq.gz	ERR315346	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315346/ERR315346_2.fastq.gz	63092bd5bb294dadf39948a297e231c9	102	209	lung
lung_3f	ERS327011	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V81	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	410	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	5_130103_AD1J0JACXX_P262_149D_index1	sequencing assay	group 45	ERX288597	5_130103_AD1J0JACXX_P262_149D_index1_1.fastq.gz	5_130103_AD1J0JACXX_P262_149D_index1_1.fastq.gz	ERR315341	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315341/ERR315341_1.fastq.gz	453e71e1d9d5f3b6fac7f316d431b138	102	209	lung
lung_3f	ERS327011	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V81	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	410	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	5_130103_AD1J0JACXX_P262_149D_index1	sequencing assay	group 45	ERX288597	5_130103_AD1J0JACXX_P262_149D_index1_2.fastq.gz	5_130103_AD1J0JACXX_P262_149D_index1_2.fastq.gz	ERR315341	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315341/ERR315341_2.fastq.gz	3306d3c1163bbbbf693104181c0ad5f1	102	209	lung
lung_4a	ERS326948	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V130	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	432	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_111B_index6	sequencing assay	group 46	ERX288620	1_130213_AH07R5ADXX_P282_111B_index6_1.fastq.gz	1_130213_AH07R5ADXX_P282_111B_index6_1.fastq.gz	ERR315424	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315424/ERR315424_1.fastq.gz	ac56bd441cb85d2e63435486d5c05b66	102	209	lung
lung_4a	ERS326948	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V130	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	432	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_111B_index6	sequencing assay	group 46	ERX288620	1_130213_AH07R5ADXX_P282_111B_index6_2.fastq.gz	1_130213_AH07R5ADXX_P282_111B_index6_2.fastq.gz	ERR315424	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315424/ERR315424_2.fastq.gz	c7e859cdf9db9f0c46ec0599d642e03f	102	209	lung
lung_4a	ERS326948	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V130	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	432	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_111B_index6	sequencing assay	group 46	ERX288491	2_130213_AH07R5ADXX_P282_111B_index6_1.fastq.gz	2_130213_AH07R5ADXX_P282_111B_index6_1.fastq.gz	ERR315326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315326/ERR315326_1.fastq.gz	2738b52615b1b94fdf7ddced9f7cfab7	102	209	lung
lung_4a	ERS326948	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V130	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	432	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_111B_index6	sequencing assay	group 46	ERX288491	2_130213_AH07R5ADXX_P282_111B_index6_2.fastq.gz	2_130213_AH07R5ADXX_P282_111B_index6_2.fastq.gz	ERR315326	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315326/ERR315326_2.fastq.gz	b0a4cb9cfa79624b6d0ba4530176dfd1	102	209	lung
lung_4b	ERS327010	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V131	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	288	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130301_AH0CDFADXX_P282_112C_index3	sequencing assay	group 47	ERX288596	1_130301_AH0CDFADXX_P282_112C_index3_1.fastq.gz	1_130301_AH0CDFADXX_P282_112C_index3_1.fastq.gz	ERR315439	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315439/ERR315439_1.fastq.gz	3a12a2733e71463e6017020f30c8a576	102	209	lung
lung_4b	ERS327010	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V131	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	288	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130301_AH0CDFADXX_P282_112C_index3	sequencing assay	group 47	ERX288596	1_130301_AH0CDFADXX_P282_112C_index3_2.fastq.gz	1_130301_AH0CDFADXX_P282_112C_index3_2.fastq.gz	ERR315439	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315439/ERR315439_2.fastq.gz	938e96d49e0722451a8095c161485ee1	102	209	lung
lung_4b	ERS327010	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V131	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	288	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130301_AH0CDFADXX_P282_112C_index3	sequencing assay	group 47	ERX288640	2_130301_AH0CDFADXX_P282_112C_index3_1.fastq.gz	2_130301_AH0CDFADXX_P282_112C_index3_1.fastq.gz	ERR315444	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315444/ERR315444_1.fastq.gz	124f9d4a011c8dfa8dcd1ae6b9c98fec	102	209	lung
lung_4b	ERS327010	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V131	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	288	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130301_AH0CDFADXX_P282_112C_index3	sequencing assay	group 47	ERX288640	2_130301_AH0CDFADXX_P282_112C_index3_2.fastq.gz	2_130301_AH0CDFADXX_P282_112C_index3_2.fastq.gz	ERR315444	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315444/ERR315444_2.fastq.gz	6b233c0e1b795efd1f5d54ddef189789	102	209	lung
lung_4d	ERS326952	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V133	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	350	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_114B_index9	sequencing assay	group 48	ERX288496	1_130213_AH07R5ADXX_P282_114B_index9_1.fastq.gz	1_130213_AH07R5ADXX_P282_114B_index9_1.fastq.gz	ERR315353	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315353/ERR315353_1.fastq.gz	69dd3ad6e3ad7b43b8c84c8b584cc3ad	102	209	lung
lung_4d	ERS326952	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V133	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	350	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_AH07R5ADXX_P282_114B_index9	sequencing assay	group 48	ERX288496	1_130213_AH07R5ADXX_P282_114B_index9_2.fastq.gz	1_130213_AH07R5ADXX_P282_114B_index9_2.fastq.gz	ERR315353	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315353/ERR315353_2.fastq.gz	c2a552df6415d001058cf3219771a422	102	209	lung
lung_4d	ERS326952	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V133	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	350	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_114B_index9	sequencing assay	group 48	ERX288531	2_130213_AH07R5ADXX_P282_114B_index9_1.fastq.gz	2_130213_AH07R5ADXX_P282_114B_index9_1.fastq.gz	ERR315487	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315487/ERR315487_1.fastq.gz	151ad2fe54c74329520095b9f0e3e3bf	102	209	lung
lung_4d	ERS326952	organism part	lung	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V133	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	350	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_AH07R5ADXX_P282_114B_index9	sequencing assay	group 48	ERX288531	2_130213_AH07R5ADXX_P282_114B_index9_2.fastq.gz	2_130213_AH07R5ADXX_P282_114B_index9_2.fastq.gz	ERR315487	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315487/ERR315487_2.fastq.gz	905bf7327089de2358c3b274690bca02	102	209	lung
lymphnode_4a	ERS326936	organism part	lymph node	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V157	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	393	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_130B_index25	sequencing assay	group 49	ERX288552	1_130213_BH07P4ADXX_P282_130B_index25_1.fastq.gz	1_130213_BH07P4ADXX_P282_130B_index25_1.fastq.gz	ERR315371	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315371/ERR315371_1.fastq.gz	a7242788cc96dd0c1a9ec486766c480e	102	209	lymph node
lymphnode_4a	ERS326936	organism part	lymph node	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V157	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	393	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_130B_index25	sequencing assay	group 49	ERX288552	1_130213_BH07P4ADXX_P282_130B_index25_2.fastq.gz	1_130213_BH07P4ADXX_P282_130B_index25_2.fastq.gz	ERR315371	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315371/ERR315371_2.fastq.gz	cc5eee278678366d70d3b10739c3c1c3	102	209	lymph node
lymphnode_4a	ERS326936	organism part	lymph node	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V157	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	393	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_130B_index25	sequencing assay	group 49	ERX288478	2_130213_BH07P4ADXX_P282_130B_index25_1.fastq.gz	2_130213_BH07P4ADXX_P282_130B_index25_1.fastq.gz	ERR315373	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315373/ERR315373_1.fastq.gz	042cdf2d4521b16d4cc29e2874ce5123	102	209	lymph node
lymphnode_4a	ERS326936	organism part	lymph node	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V157	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	393	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_130B_index25	sequencing assay	group 49	ERX288478	2_130213_BH07P4ADXX_P282_130B_index25_2.fastq.gz	2_130213_BH07P4ADXX_P282_130B_index25_2.fastq.gz	ERR315373	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315373/ERR315373_2.fastq.gz	5a719b38e55204458e4074460dce2e05	102	209	lymph node
lymphnode_4b	ERS326956	organism part	lymph node	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V164	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	365	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_131B_index27	sequencing assay	group 50	ERX288500	1_130213_BH07P4ADXX_P282_131B_index27_1.fastq.gz	1_130213_BH07P4ADXX_P282_131B_index27_1.fastq.gz	ERR315393	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315393/ERR315393_1.fastq.gz	c3b435bcf3b21cbb22fbad2b0f53401c	102	209	lymph node
lymphnode_4b	ERS326956	organism part	lymph node	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V164	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	365	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	1_130213_BH07P4ADXX_P282_131B_index27	sequencing assay	group 50	ERX288500	1_130213_BH07P4ADXX_P282_131B_index27_2.fastq.gz	1_130213_BH07P4ADXX_P282_131B_index27_2.fastq.gz	ERR315393	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315393/ERR315393_2.fastq.gz	33c3e1559959d06b64583f577326a733	102	209	lymph node
lymphnode_4b	ERS326956	organism part	lymph node	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V164	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	365	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_131B_index27	sequencing assay	group 50	ERX288545	2_130213_BH07P4ADXX_P282_131B_index27_1.fastq.gz	2_130213_BH07P4ADXX_P282_131B_index27_1.fastq.gz	ERR315488	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315488/ERR315488_1.fastq.gz	449876dbc2a622db9cee0d51a536a677	102	209	lymph node
lymphnode_4b	ERS326956	organism part	lymph node	Homo sapiens	  	adult	P-MTAB-33470	ArrayExpress	P-MTAB-33471	ArrayExpress	P-MTAB-33472	ArrayExpress	V164	cDNA	TRANSCRIPTOMIC	RNA-Seq	PAIRED	5'-3'-3'-5	365	P-MTAB-33473	ArrayExpress	Science for Life Laboratory, Stockholm	2_130213_BH07P4ADXX_P282_131B_index27	sequencing assay	group 50	ERX288545	2_130213_BH07P4ADXX_P282_131B_index27_2.fastq.gz	2_130213_BH07P4ADXX_P282_131B_index27_2.fastq.gz	ERR315488	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR315/ERR315488/ERR315488_2.fastq.gz	bf7dbc34e66734cdd3eb1d1557bd35e4	102	209	lymph node
