tumor_id,tumor_name,block_name,specimen_name,rna_well,rna_integrity_number,structure_id,structure_acronym,structure_name,rnaseq_total_reads,rnaseq_percent_reads_aligned_to_mrna,rnaseq_percent_reads_aligned_to_ncrna,rnaseq_percent_reads_aligned_to_genome_only,files_contents,bam_download_link,bai_download_link
703493,W2-1-1,W2-1-1-F.1,W2-1-1-F.1.01,300629370,7.7,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",33913936,36.4,2.26,11.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921921,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921923
705803,W9-1-1,W9-1-1-K.2,W9-1-1-K.2.01,302262300,7.1,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",31495809,32.8,2.75,16,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925227,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925230
708983,W13-1-1,W13-1-1-A,W13-1-1-A.03,305405290,6.5,309780896,CThbv-POSTN,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene POSTN",28897551,29.6,2.53,7.75,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929033,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312929035
705803,W9-1-1,W9-1-1-K.2,W9-1-1-K.2.01,301287738,4.8,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",29591433,30.4,3.25,14.9,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922868,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922870
705757,W8-1-1,W8-1-1-H.1,W8-1-1-H.1.01,302264004,6.8,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",27381117,42,2.17,7.81,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928842,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928844
705704,W3-1-1,W3-1-1-E.1,W3-1-1-E.1.04,306124420,7.8,309780826,CTpnz-PDPN,"Perinecrotic zone sampled by high expression of gene PDPN",46842587,33.3,3.16,11.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312931452,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312931454
711653,W36-1-1,W36-1-1-E,W36-1-1-E.03,303748342,7.9,309780796,CT-control-TNFAIP3,"Cellular Tumor sampled by low expression of gene TNFAIP3",30808408,46.8,2.67,7.57,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899176,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899174
286837173,W54-1-1,W54-1-1-F,W54-1-1-F.03,305461074,7,309780884,CThbv-HIF1A,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene HIF1A",9829243,46,2.21,7,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312917994,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312917996
710262,W26-1-1,W26-1-1-I,W26-1-1-I.03,301626595,7.6,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",21515149,51.2,2.43,5.29,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921865,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312921867
705758,W5-1-1,W5-1-1-O.2,W5-1-1-O.2.03,300629432,8.9,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",28000451,39.6,2.29,11.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922492,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922494
703393,W1-1-2,W1-1-2-D.2,W1-1-2-D.2.01,300629325,,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",38278328,34.6,2.47,12,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920402,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920404
268091649,W53-1-1,W53-1-1-B,W53-1-1-B.03,304357516,7.3,309780620,CT-MET,"Cellular Tumor sampled by high expression of gene MET",33353728,48.3,2.46,4.65,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312907380,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312907382
268091690,W22-2-1,W22-2-1-A,W22-2-1-A.03,305461076,6.9,309780728,CT-control-PDPN-PI3,"Cellular Tumor sampled by low expression of genes PDPN and PI3",42156046,48.8,2.42,7.33,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920031,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920033
705803,W9-1-1,W9-1-1-I.2,W9-1-1-I.2.03,303748330,6.8,309780792,CT-control-TGFBR2,"Cellular Tumor sampled by low expression of gene TGFBR2",55725630,26,4.54,20.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934497,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934495
711560,W32-1-1,W32-1-1-E,W32-1-1-E.03,304357555,7.1,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",26466576,25.9,1.76,9.7,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899201,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899203
705859,W11-1-1,W11-1-1-B.1,W11-1-1-B.1.01,301287609,8.2,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",27079306,49.7,2.24,6.9,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923697,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923699
292163427,W55-1-1,W55-1-1-F,W55-1-1-F.03,303748195,8.8,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",26648639,52.2,2.12,7.8,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928247,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928249
277857081,W27-2-1,W27-2-1-D,W27-2-1-D.03,305272808,7.9,309780858,CTpan-MYC,"Pseudopalisading cells around necrosis sampled by high expression of gene MYC",45408084,47.2,2.67,8.44,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312916609,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312916611
113597988,W43-1-1,W43-1-1-I,W43-1-1-I.03,305405300,6.1,309780810,CTpnz-DANCR,"Perinecrotic zone sampled by high expression of gene DANCR",34227203,39.2,2.54,8.34,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930015,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930017
705704,W3-1-1,W3-1-1-C.2,W3-1-1-C.2.03,304357595,7.3,309780760,CT-control-POSTN,"Cellular Tumor sampled by low expression of gene POSTN",33816165,15,2.25,11.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312910030,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312910032
711547,W31-1-1,W31-1-1-A,W31-1-1-A.01,301626695,7.3,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",24603741,45.1,2.23,6.6,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925023,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925025
709564,W22-1-1,W22-1-1-H,W22-1-1-H.03,305272994,6.7,309780748,CT-control-PI3-MYC,"Cellular Tumor sampled by low expression of genes PI3 and MYC",43329974,41.4,2.63,12.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930172,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930174
703493,W2-1-1,W2-1-1-N.1,W2-1-1-N.1.01,300629376,5.5,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",27865797,41.2,3.4,12.8,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919306,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919308
159996940,W19-1-1,W19-1-1-B,W19-1-1-B.03,304357567,5.2,309780900,CThbv-TGFBR2,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene TGFBR2",25329150,43.3,2.68,6.33,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898875,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898877
268091649,W53-1-1,W53-1-1-C,W53-1-1-C.03,305405304,7.8,309780712,CT-control-NOS2,"Cellular Tumor sampled by low expression of gene NOS2",34921437,41.4,2.67,12,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919373,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919375
703393,W1-1-2,W1-1-2-E.1,W1-1-2-E.1.03,304950322,5.6,309780826,CTpnz-PDPN,"Perinecrotic zone sampled by high expression of gene PDPN",40837208,39.8,3.18,8.57,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/313265602,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/313265600
292163427,W55-1-1,W55-1-1-C,W55-1-1-C.03,303748305,7.8,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",34585173,41.5,2.25,6.55,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899146,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899148
113597519,W42-1-1,W42-1-1-J,W42-1-1-J.03,305272800,7.6,309780826,CTpnz-PDPN,"Perinecrotic zone sampled by high expression of gene PDPN",37497041,37.1,2.74,8.19,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312916189,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312916191
705810,W10-1-1,W10-1-1-I.2,W10-1-1-I.2.03,305952564,5.1,309780636,CT-PI3,"Cellular Tumor sampled by high expression of gene PI3",42534517,35.2,3.51,12.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312931411,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312931413
705735,W6-1-1,W6-1-1-C.2,W6-1-1-C.2.06,305273040,6.9,309780756,CT-control-PI3-TGFBR2,"Cellular Tumor sampled by low expression of genes PI3 and TGFBR2",39041096,28.6,2.43,11.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312918544,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312918546
705758,W5-1-1,W5-1-1-K.2,W5-1-1-K.2.06,300629407,6.3,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",61076948,34,2.11,11.9,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920535,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920533
703393,W1-1-2,W1-1-2-D.2,W1-1-2-D.2.01,300173634,8.7,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",35870166,33.1,2.61,9.95,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920261,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920263
292163427,W55-1-1,W55-1-1-E,W55-1-1-E.03,303748317,7.8,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",25911058,40.8,2.43,8.58,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928960,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312928962
705803,W9-1-1,W9-1-1-C.2,W9-1-1-C.2.03,301287601,7.7,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",63680870,43.6,2.4,9.45,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925931,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925933
705757,W8-1-1,W8-1-1-H.1,W8-1-1-H.1.01,302264006,9,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",22241144,53.7,2.44,6.82,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927279,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927281
705757,W8-1-1,W8-1-1-H.1,W8-1-1-H.1.01,302264000,7.1,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",23254599,31,3.43,9.72,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926967,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926969
711547,W31-1-1,W31-1-1-E,W31-1-1-E.03,305273000,6.3,309780692,CT-control-IGFBP2-CD44-TGFBR2,"Cellular Tumor sampled by low expression of genes IGFBP2, CD44 and TGFBR2",37945079,37.2,2.31,10,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919642,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919644
712625,W38-1-1,W38-1-1-I,W38-1-1-I.03,306124462,,309817686,CThbv-CD44,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene CD44",28055120,55.1,3.03,7.59,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934339,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934341
711547,W31-1-1,W31-1-1-J,W31-1-1-J.01,301287734,7.7,298764292,IT-reference-histology,"Infiltrating Tumor sampled by reference histology",28110950,35.7,2.69,10.5,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925892,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925894
705859,W11-1-1,W11-1-1-D.1,W11-1-1-D.1.01,301287630,8.1,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",30673196,36.8,2.16,8.96,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924608,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924610
705859,W11-1-1,W11-1-1-M.1,W11-1-1-M.1.01,301626679,5.3,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",21669831,41.9,2.75,7.42,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924489,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924491
711645,W34-1-1,W34-1-1-D,W34-1-1-D.03,305273032,8.4,309780752,CT-control-PI3-NOS2-TNFAIP3,"Cellular Tumor sampled by low expression of genes PI3, NOS2 and TNFAIP3",40593252,20.3,1.96,13.7,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312917881,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312917883
286837173,W54-1-1,W54-1-1-F,W54-1-1-F.03,305461070,,309780780,CT-control-PROM1-HIF1A,"Cellular Tumor sampled by low expression of genes PROM1 and HIF1A",36885636,38.9,2.24,10.6,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934359,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934361
292163427,W55-1-1,W55-1-1-C,W55-1-1-C.03,303748307,7.3,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",20977954,46.2,2.04,6.23,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927772,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312927774
703393,W1-1-2,W1-1-2-H.2,W1-1-2-H.2.01,300173638,8.6,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",32330722,50.2,2.18,5.11,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899013,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899015
712625,W38-1-1,W38-1-1-I,W38-1-1-I.03,306124484,,309780892,CThbv-ITGA6,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene ITGA6",47440634,51.7,3.42,8.48,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934759,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934761
705758,W5-1-1,W5-1-1-K.2,W5-1-1-K.2.06,300629405,8.2,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",35845885,45.9,3.07,12.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919514,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919516
705810,W10-1-1,W10-1-1-E.2,W10-1-1-E.2.03,306124456,7.6,309780834,CTpnz-PROM1,"Perinecrotic zone sampled by high expression of gene PROM1",46298429,43.1,3.43,15.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934621,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934623
703493,W2-1-1,W2-1-1-F.1,W2-1-1-F.1.01,300629352,8.3,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",46105648,32.3,2.06,11.3,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922501,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922503
705757,W8-1-1,W8-1-1-A.1,W8-1-1-A.1.03,303748260,7.6,309780684,CT-control-ID2,"Cellular Tumor sampled by low expression of gene ID2",30317602,35.7,2.41,7.89,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898738,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898740
277805915,W20-2-1,W20-2-1-I,W20-2-1-I.03,304950374,5.5,309780776,CT-control-PROM1,"Cellular Tumor sampled by low expression of gene PROM1",32167767,23.7,7.52,14.6,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312912142,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312912144
706190,W12-1-1,W12-1-1-D.2,W12-1-1-D.2.05,304950249,6.3,309780740,CT-control-PI3-ID2,"Cellular Tumor sampled by low expression of genes PI3 and ID2",27125059,32.4,2.73,8.84,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899315,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312899317
705758,W5-1-1,W5-1-1-N.2,W5-1-1-N.2.01,300629424,8.5,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",30382939,26.9,2.42,14.8,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920169,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920171
705810,W10-1-1,W10-1-1-E.2,W10-1-1-E.2.03,306124458,6.3,309780838,CTpnz-TNFAIP3,"Perinecrotic zone sampled by high expression of gene TNFAIP3",22453159,47.2,3.31,11,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930452,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930454
705758,W5-1-1,W5-1-1-K.1,W5-1-1-K.1.01,301287568,7.5,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",34297305,36.6,2.63,9.09,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920638,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920640
161243949,W48-1-1,W48-1-1-M,W48-1-1-M.03,304950330,4.1,309780900,CThbv-TGFBR2,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene TGFBR2",54804854,28.3,3.24,11.7,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312910903,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312910901
706190,W12-1-1,W12-1-1-D.2,W12-1-1-D.2.05,304357522,4.8,309780830,CTpnz-PI3,"Perinecrotic zone sampled by high expression of gene PI3",35102089,25.8,4.6,12,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312909968,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312909970
711574,W33-1-1,W33-1-1-F,W33-1-1-F.03,305952570,8.1,309780892,CThbv-ITGA6,"Hyperplastic blood vessels in cellular tumor sampled by high expression of gene ITGA6",37388262,48.4,2.43,6.51,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930619,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312930621
710262,W26-1-1,W26-1-1-E,W26-1-1-E.03,301626681,,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",37440217,43.2,2.26,10.4,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926901,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926903
712653,W39-1-1,W39-1-1-O,W39-1-1-O.03,304703657,8.2,309780838,CTpnz-TNFAIP3,"Perinecrotic zone sampled by high expression of gene TNFAIP3",62375313,33.3,2.87,10.7,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312913930,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312913928
113597988,W43-1-1,W43-1-1-J,W43-1-1-J.03,304950415,5.8,309780830,CTpnz-PI3,"Perinecrotic zone sampled by high expression of gene PI3",29125100,36.9,3.59,8.63,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312914562,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312914564
705757,W8-1-1,W8-1-1-F.1,W8-1-1-F.1.01,301626599,6.8,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",27189199,35.1,4.15,11.9,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926610,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926612
705859,W11-1-1,W11-1-1-B.1,W11-1-1-B.1.01,301287611,7,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",29373315,41.6,3.32,10.2,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924200,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312924202
705859,W11-1-1,W11-1-1-C.1,W11-1-1-C.1.01,301287613,8.1,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",32476576,39.5,2.12,8.01,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925446,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312925448
705758,W5-1-1,W5-1-1-O.2,W5-1-1-O.2.03,300629436,8.5,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",21575072,36.8,2.68,10.6,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922395,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312922397
161243949,W48-1-1,W48-1-1-M,W48-1-1-M.03,306124488,5.1,309780680,CT-control-ID1-TGFBR2,"Cellular Tumor sampled by low expression of genes ID1 and TGFBR2",37960062,46.5,3.08,7.68,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934383,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934385
705859,W11-1-1,W11-1-1-C.1,W11-1-1-C.1.01,301287615,6.8,309780846,CTpan-reference-histology,"Pseudopalisading cells around necrosis sampled by reference histology",29082820,35.9,3.25,9.9,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926604,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312926606
703393,W1-1-2,W1-1-2-E.1,W1-1-2-E.1.03,304950326,5.1,309780732,CT-control-PDPN-TGFBR2,"Cellular Tumor sampled by low expression of genes PDPN and TGFBR2",44455514,25,2.9,10.4,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312910042,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312910044
705810,W10-1-1,W10-1-1-I.2,W10-1-1-I.2.03,305461107,5.4,309780744,CT-control-PI3-IGFBP2,"Cellular Tumor sampled by low expression of genes PI3 and IGFBP2",37025737,38.3,2.55,12,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934514,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312934516
705803,W9-1-1,W9-1-1-D.1,W9-1-1-D.1.01,301287582,8.5,309780592,CT-reference-histology,"Cellular Tumor sampled by reference histology",29013025,40.9,2.48,9.35,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923487,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312923489
706190,W12-1-1,W12-1-1-D.2,W12-1-1-D.2.05,305461109,3.7,309780636,CT-PI3,"Cellular Tumor sampled by high expression of gene PI3",47438903,20.9,4.47,15.1,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920892,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312920894
711560,W32-1-1,W32-1-1-B,W32-1-1-B.01,304950296,,309780906,CTmvp-reference-histology,"Microvascular proliferation sampled by reference histology",31899162,37,2.85,10.4,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898575,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898573
709556,W16-1-1,W16-1-1-B,W16-1-1-B.03,304357512,7.6,309780736,CT-control-PI3,"Cellular Tumor sampled by low expression of gene PI3",32793073,35.6,2.53,9.13,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898946,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312898948
705758,W5-1-1,W5-1-1-K.1,W5-1-1-K.1.01,300629399,7.8,298764274,LE-reference-histology,"Leading Edge sampled by reference histology",30959823,41,2.01,10.4,Aligned RNAseq reads as bam and bam-index files,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919725,http://glioblastoma.alleninstitute.org/api/v2/well_known_file_download/312919727
